,,,,Term-VI Time Table (PGP 2024-26 batch) for AY 2025-26,,,,,,,,,,Single Section
,,,Slot 1,Slot 2,Slot3,Break,Slot4,Slot 5,Slot 6,Slot7,Slot 8,Slot 9,,Last Session
"Day, Date",Classroom No.,,9:00 am - 10:15 am,10:30 am - 11:45 am,12 noon - 1:15 pm,Lunch,2:30 pm - 3:45 pm,4:00 pm - 5:15 pm,5:30 pm - 6:45 pm,7:00 pm - 8:15 pm,8:45 pm - 10:00 pm,10:15 pm - 11:30 pm,,Sister section attd. Allowed
02/17/2026,F-203,,DPM A 10,DPM B 10,LabE 9,,,PBEI B 7,PBEI A 7,,,,,
02/17/2026,F-103,,,,,,,,,,,,,
02/17/2026,SRC-201,,,,,,,,,,,,,
02/17/2026,G103,,,,,,,,,,,,,
02/18/2026,F-201,,GBM 3,MAIE 1,MAIE 2,,,HBAFL 10,MOSE 20,ET-MarkA,,,,
02/18/2026,F-203,,,,,,,,,,,,,
02/18/2026,F-103,,,,,,,,,,,,,
02/18/2026,SRC-201,,,,,,,,,,,,,
02/18/2026,G103,,,,,,,,,,,,,
02/19/2026,F-201,,MAIE 3,MAIE 4,,,LabE 10,MAM 15,GBM 4,,,,,
02/19/2026,F-203,,,MIT A 13,MIT B 13,,PBEI A 8,PBEI B 8,,,,,,
02/19/2026,F-103,,,,,,,,,,,,,
02/19/2026,SRC-201,,,,,,,,,,,,,
02/19/2026,G103,,,,,,,,,,,,,
02/20/2026,F-201,,,,GBM 5,,MAIE 5,MAIE 6,,,,,,
02/20/2026,F-203,,,,,,,,,,,,,
02/20/2026,F-103,,,,,,,,,,,,,
02/20/2026,SRC-201,,,,,,,,,,,,,
02/20/2026,G103,,,,,,,,,,,,,
02/21/2026,F-201,,,MAIE 7,MAIE 8,,MIT A 14,MIT B 14,ET-DPM,,,,,
02/21/2026,F-203,,,,,,,,,,,,,
02/21/2026,F-103,,,,,,,,,,,,,
02/21/2026,SRC-201,,,,,,,,,,,,,
02/21/2026,G103,,,,,,,,,,,,,
02/22/2026,F-201,,,,,,,,,,,,,
02/22/2026,F-203,,,,,,,,,,,,,
02/22/2026,F-103,,,,,,,,,,,,,
02/22/2026,SRC-201,,,,,,,,,,,,,
02/22/2026,G103,,,,,,,,,,,,,
02/23/2026,F-201,,,,GBM 6,,MAIE 9,MAIE 10,UDP A 8,UDP B 8,,,,
02/23/2026,F-203,,,IBS A 19,IBS B 19,,,,,,,,,
02/23/2026,F-103,,,,,,,,,,,,,
02/23/2026,SRC-201,,,,,,,,,,,,,
02/23/2026,G103,,,,,,,,,,,,,
02/24/2026,F-201,,ConD 14,MAIE 11,MAIE 12,,MIT A 15,MIT B 15,,,,,,
02/24/2026,F-203,,,,,,,PBEI A 9,PBEI B 9,,,,,
02/24/2026,F-103,,,,,,IBS A 20,IBS B 20,,,,,,
02/24/2026,SRC-201,,,,,,,,,,,,,
02/24/2026,G103,,,,,,,,,,,,,
02/25/2026,F-201,,,MAIE 13,MAIE 14,,GBM 7,UDP A 9,UDP B 9,,,,,
02/25/2026,F-203,,,,,,,,,,,,,
02/25/2026,F-103,,,,,,,,,,,,,
02/25/2026,SRC-201,,,,,,,,,,,,,
02/25/2026,G103,,,,,,,,,,,,,
02/26/2026,F-201,,GBM 8,PBEI A 10,PBEI B 10,,MAIE 15,ET-MOSE,,,,,,
02/26/2026,F-203,,,ConD 15,,,,,,,,,,
02/26/2026,F-103,,,,,,,,,,,,,
02/26/2026,SRC-201,,,,,,,,,,,,,
02/26/2026,G103,,,,,,,,,,,,,
02/27/2026,F-201,,,ET-LabE,,,UDP A 10,UDP B 10,GBM 9,GBM 10,,,,
02/27/2026,F-203,,,,,,,,,,,,,
02/27/2026,F-103,,,,,,,,,,,,,
02/27/2026,SRC-201,,,,,,,,,,,,,
02/27/2026,G103,,,,,,,,,,,,,
02/28/2026,F-201,,,,,,,,,,,,,
02/28/2026,F-203,,,,,,,,,,,,,
02/28/2026,F-103,,,,,,,,,,,,,
02/28/2026,SRC-201,,,,,,,,,,,,,
02/28/2026,G103,,,,,,,,,,,,,
03/01/2026,F-201,,,ET-MIT,,,ET-IBS,,,,,,,
03/01/2026,F-203,,,,,,,,,,,,,
03/01/2026,F-103,,,,,,,,,,,,,
03/01/2026,SRC-201,,,,,,,,,,,,,
03/01/2026,G103,,,,,,,,,,,,,
03/02/2026,F-201,,,ET-ConD,,,ET-MAIE,,,,,,,
03/02/2026,F-203,,,,,,,,,,,,,
03/02/2026,F-103,,,,,,,,,,,,,
03/02/2026,SRC-201,,,,,,,,,,,,,
03/02/2026,G103,,,,,,,,,,,,,
03/03/2026,F-201,,,ET-PBEI,,,ET-GBM,,,,,,,
03/03/2026,F-203,,,,,,,,,,,,,
03/03/2026,F-103,,,,,,,,,,,,,
03/03/2026,SRC-201,,,,,,,,,,,,,
03/03/2026,G103,,,,,,,,,,,,,
03/04/2026,F-201,,,ET-UDP,,,,,,,,,,
03/04/2026,F-203,,,,,,,,,,,,,
03/04/2026,F-103,,,,,,,,,,,,,
03/04/2026,SRC-201,,,,,,,,,,,,,
03/04/2026,G103,,,,,,,,,,,,,
03/05/2026,F-201,,,,,,,,,,,,,
03/05/2026,F-203,,,,,,,,,,,,,
03/05/2026,F-103,,,,,,,,,,,,,
03/05/2026,SRC-201,,,,,,,,,,,,,
03/05/2026,G103,,,,,,,,,,,,,
03/06/2026,F-201,,,,,,,,,,,,,
03/06/2026,F-203,,,,,,,,,,,,,
03/06/2026,F-103,,,,,,,,,,,,,
03/06/2026,SRC-201,,,,,,,,,,,,,
03/06/2026,G103,,,,,,,,,,,,,
03/07/2026,F-201,,,,,,,,,,,,,
03/07/2026,F-203,,,,,,,,,,,,,
03/07/2026,F-103,,,,,,,,,,,,,
03/07/2026,SRC-201,,,,,,,,,,,,,
03/07/2026,G103,,,,,,,,,,,,,
03/08/2026,F-201,,,,,,,,,,,,,
03/08/2026,F-203,,,,,,,,,,,,,
03/08/2026,F-103,,,,,,,,,,,,,
03/08/2026,SRC-201,,,,,,,,,,,,,
03/08/2026,G103,,,,,,,,,,,,,
03/09/2026,F-201,,,,,,,,,,,,,
03/09/2026,F-203,,,,,,,,,,,,,
03/09/2026,F-103,,,,,,,,,,,,,
03/09/2026,SRC-201,,,,,,,,,,,,,
03/09/2026,G103,,,,,,,,,,,,,
03/10/2026,F-201,,,,,,,,,,,,,
03/10/2026,F-203,,,,,,,,,,,,,
03/10/2026,F-103,,,,,,,,,,,,,
03/10/2026,SRC-201,,,,,,,,,,,,,
03/10/2026,G103,,,,,,,,,,,,,
03/11/2026,F-201,,,,,,,,,,,,,
03/11/2026,F-203,,,,,,,,,,,,,
03/11/2026,F-103,,,,,,,,,,,,,
03/11/2026,SRC-201,,,,,,,,,,,,,
03/11/2026,G103,,,,,,,,,,,,,
03/12/2026,F-201,,,,,,,,,,,,,
03/12/2026,F-203,,,,,,,,,,,,,
03/12/2026,F-103,,,,,,,,,,,,,
03/12/2026,SRC-201,,,,,,,,,,,,,
03/12/2026,G103,,,,,,,,,,,,,
